aṃśaṃ śūdrāsuto haret | Manu_9.151d
guruṇā brahmaṇāpi vā | Ang_1.502b
guruṇā yadi gacchatā | Kāty_469d
gurutalpaga ucyate | NarS_v12.74b
gurutalpavrataṃ kuryād | Manu_11.170a
gurutalpavrataṃ kecit | YamS-99v_39a
gurutalpasamaṃ viduḥ | Manu_11.58d
gurutalpasamaṃ smṛtam | YajñS_3.231d
gurutalpāpanuttaye | Manu_11.106d
gurutalpe bhagaḥ kāryaḥ | NarS_p19.51a
gurutalpe bhagaḥ kāryaḥ | Manu_9.237a
gurutalpe surāpāne | NarS_p19.50c
gurutalpy abhibhāṣyainas | Manu_11.103a
gurutvam atha lāghavam | ViS_42.2b
gurutvād asya dharmasya | NarS_v11.9c
gurudāreṣu kurvīta | Manu_2.217c
gurudāreṣu kurvīta | ViS_32.15c
gurudāre sapiṇḍe vā | Manu_2.247c
gurudevadvijārcakaḥ | Manu_11.224d
gurudrohiṇameva ca | Ang_1.749b
gurupatnī tu yuvatir | Manu_2.212a
gurupatnī tu yuvatir | ViS_32.13a
gurupatny anujasya sā | Manu_9.57b
gurupatnyā na kāryāṇi | Manu_2.211c
gurupātnīṃ snuṣāṃ caiva | ParS_10.12c
guruputre guṇānvite | Manu_2.247b
guruputre tathaiva ca | BrhS_1.15.20d
guruputre tathaiva ca | NarS_v5.08d
guruputreṣu cāryeṣu | Manu_2.207c
gurupūjā praṇaśyati | ParS_1.31b
gurupriyo vinītaśca | Ang_1.592a
gurubhir yā pradīyate | NarS_v12.52b
gurubhṛtyārtham eva vā | YajñS_1.216b
gurumātṛpitṛtyāgaḥ | Manu_11.59c
guruṃ pāvakam eva ca | Manu_11.121b
gururātmavatāṃ śāstā | Ang_2.6.7a
gurur ātmavatāṃ śāstā | NarS_p19.57a
gurur āhavanīyas tu | Manu_2.231c
guruvac ca snuṣāvac ca | Manu_9.62c
guruvat pratipūjyāḥ syuḥ | Manu_2.210a
guruvad vṛttim ācaret | Manu_2.205b
guruvad vṛttim ācaret | Manu_2.247d
guruvan mānam arhati | Manu_2.208d
guruvahnyatithīnāṃ tu | Ang_2.8.6a
guruśiṣyau pitāputrau | BrhS_1.1.124a
guruśuśrūṣaṇe ratā | Kāty_923b
guruśuśrūṣayā tv eva | ViS_31.10c
guruśuśrūṣayā tv evaṃ | Manu_2.233c
guruṣu tv abhyatīteṣu | Manu_4.252a
guruṣu tv abhyatīteṣu | ViS_57.15a
gurustrīgamanīyaṃ tu | Manu_11.102c
gurūṇām adhyadhikṣepo | YajñS_3.228a
gurūn eva ca parvasu | Manu_4.153d
gurūn jyotirvido vaidyān | BrhS_1.1.25c
gurūn purohitān pūjyān | BrhS_1.9.17a
gurūn bhṛtyāṃś cojjihīrṣann | Manu_4.251a
gurūn bhṛtyān ujjihīrṣur | ViS_57.13a
gurū rājā yamo vāpi | Ang_2.6.8a
guroḥ kule na bhikṣeta | Manu_2.184a
guroḥ pretasya śiṣyas tu | Manu_5.65a
guroḥ pretasya śiṣyas tu | ViS_22.85a
guror gurau sannihite | Manu_2.205a
guror yatra parivādo | Manu_2.200a
guroś cālīkanirbandhaḥ | Manu_11.55c
guroś caiva svabandhuṣu | Manu_2.207d
guros tāḍayitus tathā | YajñS_2.303b
guros tu cakṣurviṣaye | Manu_2.198c
gurau traivedikaṃ vratam | Manu_3.1b
gurau vasan sañcinuyād | Manu_2.164c
gurau śiṣyaś ca yājyaś ca | Manu_8.317c
gurvantevāsyanūcānam | YajñS_3.24c
gurvarthaṃ pitṛmātrarthaṃ | Manu_11.1c
gurvācāryatapasvinām | Kāty_084d
gurvācāryāṅganāsu ca | NarS_v15-16.12d
gurvī garbhā garā dharā | Ang_1.924b
gurvebhyas tūttarottaram | BrhS_1.1.75d
gurvebhyas tūttarottaram | Kāty_082d
gurvebhyas tūttarottaram | NarS_m1.7d
gulpheṣu ca catuṣṭayam | YajñS_3.86b
gulmagucchakṣupalatā | YajñS_2.229a
gulmavallīnageṣu ca | Manu_8.330b
gulmavallīlatānāṃ ca | Manu_11.142c
gulmavallīlatānāṃ ca | ViS_50.48c
gulmahṛt kaṭumūlakaḥ | Ang_1.521d
gulmāṃś ca sthāpayed āptān | Manu_7.190a
gulmān veṇūṃś ca vividhāñ | BrhS_1.19.3a
gulmān veṇūṃś ca vividhān | Manu_8.247a
gulmaiḥ sthāvarajaṅgamaiḥ | Manu_9.266b
guhāvāso guhāścayaṃ | Ang_1.526c
guhyāṅgasparśanocchiṣṭa | NarS_v5.06c
guhyopaniṣadāsanaḥ | ViS_1.9b
gūḍhaḥ sākṣī sa ucyate | BrhS_1.5.8d
gūḍhacārī sa vijñeyaḥ | Kāty_376c
gūḍhajaḥ putrikāsutaḥ | BrhS_1.26.73d
gūḍhajas tu sutaḥ smṛtaḥ | YajñS_2.129b
gūḍhadravyābhiśaṅkāyāṃ | Kāty_841c
gūḍhadhārī sa vijñeyaḥ | BrhS_1.5.15c
gūḍhapraṇihitair naraiḥ | NarS_p19.6d
gūḍhaś cottarasākṣī ca | NarS_v1.130c
gūḍhasākṣī sa ucyate | Kāty_374d
gūḍhasāhasikānāṃ tu | Kāty_230a
gūḍhāyāṃ yaś ca jāyate | NarS_v13.16b
gūḍhās tu prakaṭāḥ sabhyaiḥ | Kāty_275c
gūḍhe keśo vidhīyate | BrhS_1.26.40d
gūḍhe yuktataro bhavet | Manu_7.186b
gūḍhe śliṣṭe ca jānunī | ViS_1.25d
gūḍhais tatkarmakāribhiḥ | Manu_9.261b
gūḍhotpannas tathaiva ca | NarS_v13.43d
gūḍhotpanno 'paviddhaś ca | Manu_9.159c
gūhamānas tu daurātmyād | NarS_v1.224a
gūhet kūrma ivāṅgāni | Manu_7.105c
gūhyamānaṃ tu vardhate | Ang_2.2.4b
gṛdhrakākādiyoniṣu | NarS_v1.200d
gṛdhraśyenaśaśādānām | ParS_6.5a
gṛdhrebhyo vā nivedayet | Ang_1.687d
gṛdhrocchiṣṭena jīvati | Manu_11.26d
gṛdhro dvādaśajanmāni | ParS_12.38a
gṛhaṃ vā gṛhakārakaḥ | YajñS_3.146d
gṛhaṃ vā saparicchadam | Manu_11.76d
gṛhaṃ vā syāt kramāgatam | NarS_v11.24b
gṛhakarmaṇi caiva hi | ParS_7.18b
gṛhakārī hy upaskaram | Manu_12.66b
gṛhakārī hy upaskaram | YajñS_3.214d
gṛhakārye ca dakṣayā | Manu_5.150b
gṛhakṣetraparigrahāḥ | NarS_v13.38b
gṛhakṣetravivādeṣu | BrhS_1.19.26a
gṛhakṣetrādikaṃ sarvaṃ | Ang_1.100c
gṛhakṣetrādikaṃ krītvā | BrhS_1.6.13a
gṛhakṣetrāpaṇādikam | BrhS_1.7.44b
gṛhakṣetraiś ca yautakaiḥ | YajñS_2.149d
gṛhaṃ kṣetraṃ catuṣpadam | Kāty_841b
gṛhaṃ kṣetraṃ ca vijñeyaṃ | NarS_v11.37a
gṛhaṃ gṛhasya nirdiṣṭa | Kāty_736c
gṛhajaḥ krītadattrimau | Manu_8.415b
gṛhajātas tathā krīto | NarS_v5.24a
gṛhadāhaṃ na kurvīta | ParS_6.45c
gṛhado 'gryāṇi veśmāni | Manu_4.230c
gṛhadvārāśucisthāna | BrhS_1.15.17a
gṛhadvārāśucisthāna | NarS_v5.06a
gṛhadvāreṣu tiṣṭhāmi | ParS_12.68a
gṛhadhānyābhayopānac | YajñS_1.211a
gṛhaṃ taḍāgam ārāmaṃ | Manu_8.264a
gṛhaṃ dvijātayaḥ sarve | BrhS_1.26.53c
gṛhaprāsādāvasatha | Kāty_749c
gṛham āgatya yā nārī | BrhS_1.24.16a
gṛhamānīya kārayet | BrhS_1.10.105b
gṛhamedhiṣu cānyeṣu | Manu_6.27c
gṛhaṃ bālapuraḥsarāḥ | YajñS_3.12b
gṛhaṃ mārjanalepanāt | YajñS_1.188d
gṛhayānāni varjayet | YajñS_1.160b
gṛhavaryāpaṇādikam | BrhS_1.19.45b
gṛhavāryāpaṇaṃ dhānyaṃ | BrhS_1.10.54a
gṛhavāryāpaṇādīṇi | Kāty_663a
gṛhasaṃrodhanena ca | BrhS_1.10.87b
gṛhasaṃrodhanena ca | BrhS_1.10.87f
gṛhasaṃveśako dūto | Manu_3.163c
gṛhastha eva yajate | ViS_59.27a
gṛhasthaḥ kāmataḥ kuryād | ParS_12.64c
gṛhasthaḥ śeṣabhug bhavet | Manu_3.117d
gṛhasthaḥ śeṣabhug bhavet | ViS_67.42d
gṛhasthadharmā yo vipro | ParS_11.49c
gṛhasthas tapyate tapaḥ | ViS_59.27b
gṛhasthas tu dayāyukto | ParS_12.45a
gṛhasthastu dvirātraṃ vāpy | Ang_2.9.11c
gṛhasthas tu yathā paśyed | Manu_6.2a
gṛhasthānāṃ yaśasvinām | Manu_9.334b
gṛhasthāśramam āvaset | Manu_3.2d
gṛhasthenaiva dhāryante | Manu_3.78c
gṛhasthe yānti saṃsthitim | Manu_6.90d
gṛhasthair eva sevitāḥ | Manu_6.30b
gṛhastho nāvamānayet | ViS_59.26d
gṛhastho 'pi hi mucyate | YajñS_3.205d
gṛhastha ucyate śreṣṭhaḥ | Manu_6.89c
gṛhasyābhyantaraṃ gacchec | ParS_6.46a
gṛhāt toṣaḥ phalaṃ kṣetrād | Kāty_500a
gṛhāt pratinivartate | ParS_1.45b
gṛhāt pratinivartate | ViS_67.33b
gṛhānna iti mantraṃ ca | Ang_1.858a
gṛhārtho 'gniparikriyā | Manu_2.67d
gṛhālaṃkaraṇaṃ cāpi | Ang_1.669a
gṛhālaṃkaraṇa na tu | Ang_1.667d
gṛhālaṃkaraṇaṃ bhavet | Ang_1.1093d
gṛhiṇaḥ putriṇo maulāḥ | Manu_8.62a
gṛhitvañ ca cikīrṣati | YamS-78v_48d
gṛhīta asagotraścet | Ang_1.338c
gṛhītaṃ vyādhitena vā | Kāty_542b
gṛhītaṃ strīdhanaṃ bhartā | YajñS_2.147c
gṛhītaḥ śaṅkayā caurye | YajñS_2.269a
gṛhītaḥ śaṅkayā yas tu | BrhS_1.23.25a
gṛhītapādāṃ tapasā jvalantīm | ViS_99.1b
gṛhītam iti vācye tu | Kāty_179a
gṛhītamūlyaṃ yaḥ paṇyaṃ | YajñS_2.254a
gṛhītaṃ pālayed yatnāt | BrhS_1.11.9c
gṛhītavetanaḥ karma | BrhS_1.16.5a
gṛhītavetanaḥ karma | Brh_1.16.6a
gṛhītavetanaḥ karma | YajñS_2.193a
gṛhītavetanā veśyā | YajñS_2.292a
gṛhītavyaṃ tathaiva tat | BrhS_1.13.24d
gṛhītaśilpaḥ samaye | NarS_v5.19a
gṛhītaśiśnaś cotthāya | YajñS_1.17a
gṛhītānukramād dāpyo | YajñS_2.41a
gṛhītān pariśaṅkayā | NarS_p19.15b
gṛhītā vānyadīyā vā | BrhS_1.26.102c
gṛhītuḥ syātsa eva hi | Ang_1.340b
gṛhīto mitha eva vā | BrhS_1.11.16b
gṛhīto mitha eva vā | Manu_8.195b
gṛhīto varuṇāya tam | YajñS_2.307b
gṛhītvāṃśaṃ tu viṃśakam | NarS_v1.113d
gṛhītvāgniṃ samāropya | ParS_11.47c
gṛhītvā tasya taddravyam | Kāty_826c
gṛhītvā tasya sarvasvaṃ | Kāty_407c
gṛhītvā na punas tyajet | BrhS_1.18.9d
gṛhītvānyaṃ tu varjayet | BrhS_1.10.52d
gṛhītvāpahnute yaś ca | BrhS_1.11.14a
gṛhītvā bandhakaṃ yatra | Kāty_534a
gṛhītvā bhāṭakena yaḥ | Kāty_662b
gṛhītvā bhāṭakena yaḥ | Kāty_663b
gṛhītvā musalaṃ rājā | Manu_11.100a
gṛhītvā vāhayet kāle | BrhS_1.19.53a
gṛhītvā svayam arpayet | YajñS_2.169d
gṛhītvotkṛttya vṛṣaṇau | YajñS_3.259c
gṛhītvopagataṃ dadyād | NarS_v1.101a
gṛhītvorū jalaṃ vaśet | YajñS_2.108d
gṛhītvorū susaṃyataḥ | NarS_p20.29b
gṛhī na rātrau snāyīta | Ang_1.249c
gṛhī yaḥ parimuñcati | YamS-s_2.42b
gṛhī stomaḥ śadaḥ kṣetrād | BrhS_1.10.14a
gṛhe kanyā rtumaty api | Manu_9.89b
gṛhe kṣetre khale 'tha vā | ParS_8.33b
gṛhekṣetre 'thavā khale | Ang_2.11.8b
gṛhe kṣetre 'tha vā khale | Manu_11.114b
gṛhe gurāv araṇye vā | Manu_5.43a
gṛhe gurāv araṇye vā | ViS_51.66a
gṛhe caitāni rakṣayet | ParS_12.48d
gṛhe tu muṣitaṃ rājā | Kāty_813a
gṛhe 'pi nivasan vipro | YajñS_1.181c
gṛhe pracchanna utpanno | YajñS_2.129a
gṛhebhyaḥ prayato 'nvaham | Manu_2.183d
gṛhe yatnena taddine | Ang_1.873d
gṛhe rājanya ucyate | Manu_3.110b
gṛhe vāpi vane vāpi | ParS_9.6c
gṛhe vai muṣite rājā | NarS_p19.25a
gṛheṣu paśuvāṭiṣu | Kāty_664b
gṛheṣu satataṃ tiṣṭhec | ParS_9.58c
gṛhodyānataṭākānāṃ | Kāty_762c
gṛhopakaraṇaṃ tathā | BrhS_1.23.6b
gṛhopakaraṇasya ca | NarS_v14.4b
gṛhopaskaravāhyādi | BrhS_1.26.40a
gṛhopaskaravāhyānāṃ | Kāty_898a
gṛhopaskaravāhyāś ca | Kāty_842a
gṛhopaskārarakṣaṇe | BrhS_1.25.6b
gṛhṇañ śulkaṃ hi lobhena | Manu_3.51c
gṛhṇantv etāñ jalāñjalīn | YamS-99v_92d
gṛhṇan dāpyaḥ paṇān daśa | YajñS_2.263b
gṛhṇann anivasan svayam | NarS_v18.37b
gṛhṇan pradātāram adho | YajñS_1.202c
gṛhṇātīha yathā vastraṃ | ViS_20.50a
gṛhṇāty adattaṃ yo lobhād | NarS_v4.11a
gṛhṇāty evaṃ navaṃ dehī | ViS_20.50c
gṛhṇāno vṛṣalālayāt | YamS-s_2.51b
gṛhṇītāṃśadvayaṃ svakam | Brh_1.26.16b
gṛhṇītānyāni mantravat | Manu_2.64d
gṛhṇītānyāni mantravat | ViS_27.29d
gṛhṇīyat kulasaṃnidhau | Manu_8.201b
gṛhṇīyāc ca parājayāt | Kāty_936d
gṛhṇīyāc chulkam aṇv api | Manu_3.51b
gṛhṇīyātāṃ sutaṃ tataḥ | Ang_1.388d
gṛhṇīyātāṃ ca dampatī | Ang_1.303d
gṛhṇīyāt kṣatriyā śaram | YajñS_1.62b
gṛhṇīyāt tatra taṃ śuddham | NarS_v7.8c
gṛhṇīyāt tat svayaṃ naṣṭaṃ | Kāty_815c
gṛhṇīyāttu tadantarvai | Ang_1.237a
gṛhṇīyāt sādhutaḥ sadā | Manu_4.252d
gṛhṇīyāt sādhutaḥ sadā | ViS_57.15d
gṛhṇīyāt sīravāhakaḥ | BrhS_1.16.1b
gṛhṇīyādanyajātiṣu | Ang_1.337b
gṛhṇīyād dhūrtakitavād | YajñS_2.199c
gṛhṇīyuḥ pāpacetasaḥ | Manu_7.124b
gṛhnīyus te 'ṃśato 'param | BrhS_1.13.11d
gṛhyaṃ karma yathāvidhi | Manu_3.67b
gṛhyaṃ cāgniparicchadam | Manu_6.4b
gṛhyate 'ntargataṃ manaḥ | Manu_8.26d
gṛhyāṅgasparśanocchiṣṭa | BrhS_1.15.17c
gṛhyārtham api vā dvijaḥ | YamS-s_2.64b
gṛhye 'gnau vidhipūrvakam | Manu_3.84b
geyam etat tadabhyāsa | YajñS_3.114c
gokarṇaśithilaṃ caran | NarS_v1.186b
gokumārīdevapaśu | Kāty_791a
gokuleṣu vasec caiva | ParS_12.68c
gokṣattriyaṃ tathā vaiśyaṃ | YamS-182v_2.4a
gogajoṣṭrahayādiṣu | Manu_8.296d
gogāmī ca trirātreṇa | ParS_10.15a
goghātakasya tasyārthaṃ | ParS_9.22c
goghnaḥ śuddho na saṃśayaḥ | ParS_8.41b
goghnaś cāndrāyaṇaṃ caret | ParS_9.52b
goghnaś ceti viśuddhyati | YamS-78v_71b
goghnasya kecid icchanti | YamS-99v_39c
goghno gām anugacchati | Manu_11.115b
goghno māsaṃ yavān pibet | Manu_11.108b
goghno muñjīta yāvakam | Ang_2.11.1b
goghno 'ham iti vācayet | YamS-182v_4.14d
goghrātaṃ śakunocchiṣṭaṃ | YajñS_1.168c
goghrāte 'nne tathā keśa | YajñS_1.189a
gocarasya pradātavyaṃ | BrhS_1.8.81a
gocare yasya muṣyeta | NarS_p19.23a
gocarmaparikīrtitam | ParS_12.49d
gocarmamātrā sā kṣoṇī | ViS_5.184c
gocaurasya pradātavyaṃ | BrhS_1.8.31c
go'jāvidhanadhānyataḥ | Manu_3.6b
go'jāvimṛgapakṣiṇāṃ | Manu_12.55b
gotraṃ varjyaṃ vivāhādāv | Ang_1.354a
gotraṃ samyak tataḥ param | Ang_1.1002b
gotranāmānubandhānāṃ | Ang_1.130a
gotraṃ tatprabhavedapi | Ang_1.348b
gotramekaṃ bhavedevaṃ | Ang_1.347c
gotrarikthāṃśabhāginaḥ | Manu_9.165d
gotrarikthānugaḥ piṇḍo | Manu_9.142c
gotrarikthe janayitur | Manu_9.142a
gotrasādhāraṇaṃ tyaktvā | BrhS_1.26.65a
gotrasthitis tu yā teṣāṃ | Kāty_085a
gotrāṇi śāstrasiddhāni | Ang_1.350a
gotrāścettu tataḥ punaḥ | Ang_1.410d
gotriṇastānvicārya ca | Ang_1.349b
gotre tajjanakasya ca | Ang_1.354d
godakṣiṇāṃ tu vaiśyasyāpy | ParS_6.50c
godaṇḍaḥ parikīrtitaḥ | YamS-99v_41d
godāvarī bhīmarathī | Ang_1.918a
godo bradhnasya viṣṭapam | Manu_4.231d
godvayaṃ vastrayugmaṃ ca | ParS_10.4c
godvayaṃ dakṣiṇāṃ dadat | ParS_6.19d
godvayaṃ dakṣiṇāṃ dadyac | ParS_10.22c
godvayaṃ dakṣiṇāṃ dadyāc | ParS_10.6c
godvayaṃ dakṣiṇāṃ dadyāc | ParS_10.13c
godvayaṃ dakṣiṇāṃ dadyāc | ParS_12.8a
godvayaṃ dakṣiṇāṃ dadyāt | ParS_10.39a
godhā gāṃ vāggudo guḍam | Manu_12.64d
godhānyaṃ kṣatriyādapi | Ang_2.8.10b
godholūkāṃś ca vāyasān | YamS-s_2.5b
gopaḥ kṣīrabhṛto yas tu | Manu_8.231a
gopatir mṛtyum āpnoti | ParS_9.8a
gopanāpitanāvikayoṣitām | BrhS_1.10.119b
gopanāvikayoṣitām | Kāty_568b
gopayaḥ parivarjayet | YajñS_1.170b
gopayitvaiva yatnena | Ang_1.1018a
gopayecchrāddhahetave | Ang_1.1015b
gopavyādhoñchajīvinaḥ | BrhS_1.19.27b
gopaśākunikavyādhā | NarS_v11.3c
gopaśuṃ dakṣiṇāmukham | ParS_9.34b
gopaśauṇḍikayoṣitām | Kāty_570b
gopaśauṇḍikayoṣitām | NarS_v1.16b
gopaśauṇḍikaśailūṣa | YajñS_2.48a
gopas tāḍyaś ca gomī tu | YajñS_2.161c
gopāḥ sīmākṛṣāṇā ye | YajñS_2.150c
gopāya mā śevadhiṣṭe 'ham asti | ViS_29.9b
gopāyaiva nipātayet | NarS_v6.15d
gopālo dāsanāpitau | Manu_4.253b
goptā gor brāhmaṇasya ca | Manu_11.79d
goptā gor brāhmaṇasya ca | ParS_8.35d
goptāraṃ dharmam ātmajam | Manu_7.14b
gopyabhogyakriyāyuktam | BrhS_1.6.14c
gopyādhibhoge no vṛddhiḥ | YajñS_2.59a
gopyādhir dviguṇād ūrdhvaṃ | BrhS_1.10.50a
gopyo bhogyas tathaiva ca | BrhS_1.10.38d
gopyo bhogyas tathaiva ca | NarS_v1.109b
gopracāraś ca rakṣā ca | Kāty_884-1a
gopradānasamaṃ phalam | ViS_67.46d
gopradānena śudhyati | YajñS_3.263d
gobālaiś ca phalodbhavān | ParS_10.37d
gobījakanakāni ca | BrhS_1.8.33b
gobījakāñcanair vaiśyaṃ | BrhS_1.8.35c
gobījakāñcanair vaiśyaṃ | NarS_v1.181c
gobījakāñcanair vaiśyaṃ | Manu_8.88c
gobījakāñcanair vaiśyaṃ | Manu_8.113c
gobījarajatāni ca | NarS_p20.2b
gobrāhmaṇagṛhaṃ dagdhā | YamS-99v_27a
gobrāhmaṇajighāṃsā ca | Kāty_948a
gobrāhmaṇasya caivārthe | Manu_5.95c
gobrāhmaṇahataṃ dagdhaṃ | YamS-182v_1.6a
gobrāhmaṇahataṃ dagdhvā | YamS-s_1.10a
gobrāhmaṇahanaṃ dagdhā | YamS-78v_5a
gobrāhmaṇahite rataḥ | Ang_2.5.11b
gobrāhmaṇahite rataḥ | Manu_11.78d
gobrāhmaṇānalānnāni | YajñS_1.155a
gobrāhmaṇārthaṃ saṃgrāme | YajñS_3.27c
gobhiḥ pravartite tīrthe | Manu_11.196c
gobhir aśvaiś ca yānaiś ca | Manu_3.64c
gobhir viprair hato yadi | ParS_5.10b
gobhir hataṃ tathodbaddhaṃ | ParS_4.4c
go'bhiśāpātyaye striyām | YajñS_2.12b
go'bhiśāpe tathātyaye | BrhS_1.3.9b
go'bhiśāpe tathātyaye | Kāty_152b
gobhis tu bhakṣitaṃ dhānyaṃ | NarS_v11.34a
gobhūtilahiraṇyādi | YajñS_1.201a
gobhūmyor ubhayecchayā | BrhS_1.18.11d
gobhūhiraṇyastrīsteya | NarS_m1.39a
gomatīṃ ca japedvidvān | Ang_2.11.5c
gomayaṃ gaurasarṣapān | YajñS_3.13b
gomayasya guḍasya ca | Manu_8.326b
gomayena kṛtāni syur | BrhS_1.8.56c
gomayena tu saṃmiśrair | ParS_6.47c
gomayena mṛdā vāpi | BrhS_1.8.88a
gomayena vidhānataḥ | Ang_1.778b
gomayenopalepayet | Manu_3.206b
gomaye havyavāhanaḥ | ParS_11.39b
gomayodakakardame | ParS_10.18b
gomāṃsabhakṣaṇe kṛte | YamS-78v_11b
gomāṃsabhakṣaṇe kṛte | YamS-182v_2.3b
gomāṃsabhakṣaṇe 'pi vā | YamS-s_1.15b
gomāyuvirute tathā | Manu_4.115b
gomāyoḥ kapikākayoḥ | Manu_11.154b
gominām eva te vatsā | Manu_9.50c
gomūtraṃ kṛṣṇavarṇāyāḥ | ParS_11.29a
gomūtraṃ gomayaṃ sarpiḥ | ViS_23.58c
gomūtraṃ gomayaṃ kṣīraṃ | Manu_11.212a
gomūtraṃ gomayaṃ kṣīraṃ | ParS_10.27c
gomūtraṃ gomayaṃ kṣīraṃ | ParS_11.28a
gomūtraṃ gomayaṃ kṣīraṃ | YamS-182v_1.13a
gomūtraṃ gomayaṃ kṣīraṃ | YajñS_3.314a
gomūtram agnivarṇaṃ vā | Manu_11.91a
gomūtrayāvakasya ca | ParS_6.33b
gomūtrayāvakāhāraḥ | YamS-182v_1.8c
gomūtrayāvakāhāras | ParS_6.26c
gomūtrayāvakāhāro | ParS_6.32c
gomūtrayāvakāhāro | ParS_6.43c
gomūtrayāvakāhāro | YamS-99v_26c
gomūtrayāvakāhāro | YamS-s_1.6c
gomūtreṇa tu saṃyuktaṃ | Ang_2.12.6c
gomūtreṇa vidhīyate | Ang_2.11.2d
gomūtreṇācaret snānaṃ | Manu_11.109c
gomūtreṇodakena vā | Manu_5.121d
goyāne 'psu divā caiva | Manu_11.174c
gor akṛtvā tu śaktitaḥ | Manu_11.113d
gor akṛtvā tu śaktitaḥ | ParS_8.32d
gorakṛtvā svaśaktitaḥ | Ang_2.11.7d
gorakṣakān vāṇijakāṃs | BrhS_1.8.36c
gorakṣakān vāṇijakāṃs | Kāty_423a
gorakṣakān vāṇijikāṃs | Manu_8.102a
gorakṣyaṃ vipaṇiḥ kṛṣiḥ | Manu_10.116b
gorasasya vidhīyate | ParS_6.75d
gorasekṣuvikārāṇāṃ | NarS_p19.30c
gorūpaṃ brāhmaṇasyāgre | ParS_9.21c
govadhasyānurūpeṇa | ParS_8.36a
govadhe caiva yat pāpaṃ | YamS-182v_4.2a
govadho 'yājyasaṃyājyaṃ | Manu_11.59a
govadho vrātyatā steyam | YajñS_3.234a
govarjaṃ paśavas tathā | NarS_v14.14b
govartapatitā gāvaḥ | YamS-182v_4.10c
govāṭe vā gṛhe vāpi | ParS_9.4c
govālaiḥ phalasaṃbhuvām | YajñS_1.185b
govālaiś cāvagharṣaṇam | YajñS_3.60d
goviṃśad dakṣiṇāṃ dadet | ParS_6.17d
govṛṣāṇāṃ vipattau ca | ParS_9.47a
govrajāṃś caiva kalpayet | BrhS_1.1.35d
govrajāt punar āgatam | Manu_11.195b
gośakṛdrasam eva vā | Manu_11.91d
gośakṛnmṛttikākuśān | Manu_2.182b
gośṛṅgamāṭram uddhṛtya | YamS-99v_93c
go'śvoṣṭrayānaprāsāda | Manu_2.204a
goṣu brāhmaṇasaṃsthāsu | NarS_p19.40a
goṣu brāhmaṇasaṃsthāsu | Manu_8.325a
goṣu maithunakāriṇaḥ | YamS-s_1.28b
goṣu lokāḥ pratiṣṭhitāḥ | ViS_23.57d
goṣṭhe nivasanaṃ kāryaṃ | YamS-182v_4.14c
goṣṭhe vasan brahmacārī | YajñS_3.289a
goṣṭheśayo go'nugāmī | YajñS_3.263c
gosahasrairvidhānena | Ang_1.1066c
gosvāmyanumate bhṛtyaḥ | Manu_8.231c
gohartur nāsikāṃ chindyāt | BrhS_1.22.22c
gauḥ prasūtā daśāhāt ca | NarS_v11.27a
gauḍī paiṣṭī ca mādhvī ca | Manu_11.94a
gauḍī mādhvī ca paiṣṭī ca | ViS_22.82a
gauṇamātari mātṛtvaṃ | Ang_1.121a
gautamānām aniṣṭaṃ yat | Kāty_823c
gaur ajāvikam eva ca | Manu_10.114b
gaur andhevaikaveśmani | Manu_3.141d
gauravaṃ mūrtim eva ca | YajñS_3.78b
gauravānukramād asya | NarS_v15-16.2c
gauraveṇātiricyate | Manu_2.145d
gaur aśvaḥ sūryaraśmayaḥ | Manu_5.133b
gaur aśvo vasudhānilaḥ | YajñS_1.193b
gaurasarṣapakalkena | YajñS_1.277c
gauras tu te trayaḥ ṣaṭ te | YajñS_1.363a
gaurīdānaṃ vṛṣotsargaḥ | Ang_1.482a
gaurīdānaṃ tathaiveti | Ang_1.489c
gaurīvākyena kevalam | Ang_1.588d
gaur gajāśvamarīcayaḥ | ViS_23.52b
gaur deyā karmaṇo 'syānte | YajñS_3.304c
gaus tadardham ajāvikam | YajñS_2.159d
granthibhyo dhāriṇo varāḥ | Manu_12.103b
grayānaṃ ca samācaret | Ang_1.68d
grasiṣṇu prabhaviṣṇu ca | ViS_97.19d
grased arthaṃ kathaṃ cana | Manu_8.43d
grahaḥ prakāśaḥ kartavyo | BrhS_1.27.8a
grahaṇaṃ rakṣaṇaṃ lābham | Kāty_513c
grahaṇaṃ samavāpnuyāt | Kāty_635b
grahaṇaṃ candrasūryayoḥ | YajñS_1.218b
grahaṇaṃ tatpraviṣṭānāṃ | Kāty_664c
grahaṇaṃ na vadhaḥ smṛtaḥ | Kāty_800d
grahaṇaṃ pitṛtṛptidam | Ang_1.281d
grahaṇaśrāddhameva ca | Ang_1.475d
grahaṇādiṣu śaktaśced | Ang_1.278a
grahaṇāntaḥ prakīrtitaḥ | Kāty_333d
grahaṇāntikam ity eke | YajñS_1.36c
grahaṇāntikam eva vā | Manu_3.1d
grahaṇe śrāddhakāleṣu | Ang_1.258a
grahapradāneṣu niruddhabaddhāḥ | YamS-s_1.51c
grahayajñaṃ samācaret | YajñS_1.295b
grahasaṃyogajaiḥ phalaiḥ | YajñS_3.171d
grahasparśādatha yatan | Ang_1.486a
grahasya cākrikasyāsya | Ang_1.282c
grahāṃś caiva vidhānataḥ | YajñS_1.293b
grahāṇām idam ātithyaṃ | YajñS_1.308Aa
grahādhīnā narendrāṇām | YajñS_1.308a
grahītagrahaṇo nyāye | Kāty_120a
